Pharmacy Name,Address,City,Province,lon,lat
PONOKA PROFESSIONAL PHARMACY,20-5011 48 AVE,PONOKA,Alberta,-113.578533,52.6744273
REXALL #7223,3-4502 50 ST,PONOKA,Alberta,-113.5801118,52.6717848
SHOPPERS DRUG MART #357,5015 50 ST,PONOKA,Alberta,-113.5754076,52.6766329
PROVOST IDA PHARMACY,5010 50 ST,PROVOST,Alberta,-110.264735,52.3516317
RAYMOND PHARMACY LTD.,90 BROADWAY N,RAYMOND,Alberta,-112.6628115,49.463114
SNOW'S PHARMACY INC.,53A BROADWAY N,RAYMOND,Alberta,-112.6618962,49.462514
ASPIRE REMEDY'S RX PHARMACY,120-2810 BREMNER AVE,RED DEER,Alberta,-113.8107271,52.2452836
CARE GATEWAY RED DEER PHARMACY,5209 50 AVE,RED DEER,Alberta,-113.8135987,52.2712213
CENTRAL ALBERTA CO-OP LTD. TIMBERLANDS PHARMACY,3101-499 TIMBERLANDS DR,RED DEER,Alberta,-113.7657924,52.2839516
CENTRAL ALBERTA CO-OP PHARMACY #1,140-4707 50 ST,RED DEER,Alberta,-113.8059651,52.2687797
CENTRAL ALBERTA CO-OP PHARMACY #5,13-69 DUNLOP ST,RED DEER,Alberta,-113.7650756,52.2544118
COSTCO PHARMACY #164,162 LEVA AVE,RED DEER,Alberta,-113.8194969,52.2130441
CRONQUIST PHARMACY,3-4324 54 AVE,RED DEER,Alberta,-113.8228055,52.2641084
DEER PARK IDA PHARMACY,1-255 DAVISON DR,RED DEER,Alberta,-113.7570745,52.2573158
GAETZ AVENUE PHARMACY,120-3410 50 AVE,RED DEER,Alberta,-113.814738,52.2544894
HIGHLAND GREEN REMEDY'S RX PHARMACY,3-88 HOWARTH ST,RED DEER,Alberta,-113.8368043,52.2823563
JOHNSTONE IDA PHARMACY,100-2 JEWELL ST,RED DEER,Alberta,-113.8397805,52.3018149
LOBLAW PHARMACY #1579,5016 51 AVE,RED DEER,Alberta,-113.8173262,52.2700068
LONDON DRUGS #24,109-2004 50 AVE,RED DEER,Alberta,-113.816512,52.233946
MEDICINE SHOPPE PHARMACY 251,3805 ROSS ST,RED DEER,Alberta,-113.7855315,52.2664965
MEDICINE SHOPPE PHARMACY 341,130-2950 22 ST,RED DEER,Alberta,-113.7653061,52.238115
MILLERDALE PHARMACY,5201 43 ST,RED DEER,Alberta,-113.8207809,52.2620937
NORTH GAETZ PHARMACY,120-7101 50 AVE,RED DEER,Alberta,-113.8126172,52.2961932
NORTHEY REMEDY'S RX PHARMACY,190 NORTHEY AVE,RED DEER,Alberta,-113.8264915,52.3018638
NOTRE DAME PHARMASAVE,1109-2827 30 AVE,RED DEER,Alberta,-113.7650013,52.2454371
PARSONS PHARMACY,1C-4755 49 ST,RED DEER,Alberta,-113.8078877,52.2675252
PETER'S PHARMACY COMPOUNDING & HOME HEALTH,B-3617 50 AVE,RED DEER,Alberta,-113.813091,52.256795
PHARMASAVE SKYWAY,115-4309 52 AVE,RED DEER,Alberta,-113.8194837,52.2625401
PHARMASAVE TIMBERLANDS,5101-20 THOMLISON AVE,RED DEER,Alberta,-113.7481487,52.2741972
PINE PLAZA IDA PHARMACY,5-6791 50 AVE,RED DEER,Alberta,-113.8148249,52.256664
PIPER IDA PHARMACY,105-3215 49 AVE,RED DEER,Alberta,-113.8114225,52.2511651
PLAZA 67 IDA PHARMACY,120-6075 67A ST,RED DEER,Alberta,-113.8309445,52.2895634
PLAZA IDA DISPENSARY,6A-5030 47 AVE,RED DEER,Alberta,-113.8059648,52.2699408
REXALL #7271,4826 ROSS ST,RED DEER,Alberta,-113.8106513,52.2693636
REXALL #7272,4705 48 AVE,RED DEER,Alberta,-113.8086978,52.2664355
ROSS ST IDA PHARMACY,4814A 50 ST,RED DEER,Alberta,-113.8099841,52.2691592
SAFEWAY PHARMACY #8877,4408 50 AVE,RED DEER,Alberta,-113.8130888,52.2632002
SAVE-ON-FOODS PHARMACY #6682,6720 52 AVE,RED DEER,Alberta,-113.8176748,52.2901848
SAVE-ON-FOODS PHARMACY #6686,3020 22 ST,RED DEER,Alberta,-113.7683893,52.2389103
SHOPPERS DRUG MART #2306,1 CHAMBERS AVE,RED DEER,Alberta,-113.767438,52.2852792
SHOPPERS DRUG MART #2392,2A-6315 HORN ST,RED DEER,Alberta,-113.8366879,52.2832153
SHOPPERS DRUG MART #2415,1-6320 50 AVE,RED DEER,Alberta,-113.81467,52.284625
SHOPPERS DRUG MART #326,A6-4900 MOLLY BANNISTER DR,RED DEER,Alberta,-113.8135639,52.2449622
SOBEYS PHARMACY #1147,200-6380 50 AVE,RED DEER,Alberta,-113.8161658,52.2867358
SOBEYS PHARMACY #3105,2110 50 AVE,RED DEER,Alberta,-113.8165223,52.2378752
TAYLOR PHARMASAVE 310,150-6900 TAYLOR DR,RED DEER,Alberta,-113.8387638,52.2915347
WAL-MART PHARMACY #3075,PARKLAND MALL SHOPPING CENTRE,RED DEER,Alberta,-113.8101136,52.2868182
WAL-MART PHARMACY #3194,2010 50 AVE,RED DEER,Alberta,-113.8185388,52.2364763
WESTPARK DRUGS IDA,3722 57 AVE,RED DEER,Alberta,-113.83069,52.258039
PHARMASAVE #304,114 BROADWAY AVE E,REDCLIFF,Alberta,-110.7867242,50.0767621
SHANE'S GUARDIAN PHARMACY,4926 49 ST,REDWATER,Alberta,-113.1090932,53.9513915
THEO'S PHARMACY,3-4808 49 AVE,REDWATER,Alberta,-113.1072254,53.9509624
RIMBEY PHARMASAVE #375,4934 50 AVE,RIMBEY,Alberta,-114.2368831,52.6398449
RIMBEY VALUE DRUG MART,4917 50 AVE,RIMBEY,Alberta,-114.2369095,52.6394873
ALPINE VALUE DRUG MART,5132 49 ST,ROCKY MOUNTAIN HOUSE,Alberta,-114.9180885,52.3770953
DRUGSTORE PHARMACY #9052,5520 46 ST,ROCKY MOUNTAIN HOUSE,Alberta,-114.9142653,52.3844728
EVERGREEN CO-OP PHARMACY,4327 45 ST,ROCKY MOUNTAIN HOUSE,Alberta,-114.9072654,52.3675966
ROCKY IDA PHARMACY,5033B 50 ST,ROCKY MOUNTAIN HOUSE,Alberta,-114.9190748,52.3756297
SHOPPERS DRUG MART #343,1 GATEWAY CROSSING,ROCKY MOUNTAIN HOUSE,Alberta,-114.915321,52.378539
COSTCO PHARMACY #1076,300-293020 CROSSIRON COMMON,ROCKY VIEW,Alberta,-113.9831178,51.2108005
SHOPPERS DRUG MART #2389,CROSSIRON MILLS MALL,ROCKY VIEW,Alberta,-113.9936005,51.2028946
COMMUNITY HEALTH PHARMACY,5016 50 ST,SANGUDO,Alberta,-114.903374,53.8884908
SEXSMITH PHARMACY,9805 103 ST,SEXSMITH,Alberta,-118.7860257,55.346931
ASPEN PHARMACY,955-3890 SHERWOOD DR,SHERWOOD PARK,Alberta,-113.2941341,53.5555765
BRENTWOOD PHARMASAVE,101-50 BRENTWOOD BLVD,SHERWOOD PARK,Alberta,-113.2947282,53.5144504
COSTCO PHARMACY #544,2201 BROADMOOR BLVD,SHERWOOD PARK,Alberta,-113.3175235,53.546587
EMERALD HILLS PHARMASAVE,815-8005 EMERALD DR,SHERWOOD PARK,Alberta,-113.2739834,53.5660174
LOBLAW PHARMACY #1567,100-410 BASELINE RD,SHERWOOD PARK,Alberta,-113.292934,53.5425111
LONDON DRUGS #20,999 FIR ST,SHERWOOD PARK,Alberta,-113.320982,53.5132382
MEDICINE SHOPPE PHARMACY 365,172-270 BASELINE RD,SHERWOOD PARK,Alberta,-113.3120931,53.5421221
MINT HEALTH + DRUGS SHERWOOD,109-65 CHIPPEWA RD,SHERWOOD PARK,Alberta,-113.323844,53.536083
MINT HEALTH + DRUGS: FESTIVAL PLACE,165-161 FESTIVAL WAY,SHERWOOD PARK,Alberta,-113.2983392,53.5276265
NOTTINGHAM PHARMACY,300-664 WYE RD,SHERWOOD PARK,Alberta,-113.2747296,53.5126616
NOTTINGHAM PHARMASAVE,140-80 CHIPPEWA RD,SHERWOOD PARK,Alberta,-113.325884,53.5355398
REXALL #7233,5-101 BREMNER DR,SHERWOOD PARK,Alberta,-113.3067089,53.5417285
REXALL #7234,11-301 WYE RD,SHERWOOD PARK,Alberta,-113.3144327,53.5114509
REXALL #7244,80 CHIPPEWA RD,SHERWOOD PARK,Alberta,-113.3252654,53.5355981
ROSEWOOD PHARMACY,120-201 FESTIVAL WAY,SHERWOOD PARK,Alberta,-113.2969307,53.5270317
SAFEWAY PHARMACY #8874,985 FIR ST,SHERWOOD PARK,Alberta,-113.3243891,53.5134297
SAFEWAY PHARMACY #8924,110-2020 SHERWOOD DR,SHERWOOD PARK,Alberta,-113.2937266,53.5290179
SAVE-ON-FOODS PHARMACY #6663,81 FIR ST,SHERWOOD PARK,Alberta,-113.3163351,53.513302
SAVE-ON-FOODS PHARMACY #6678,60 BROADWAY BLVD,SHERWOOD PARK,Alberta,-113.3165583,53.5437125
SAVE-ON-FOODS PHARMACY #6679,10-4005 CLOVER BAR RD,SHERWOOD PARK,Alberta,-113.2743761,53.5581889
SHOPPERS DRUG MART #2313,20-4005 CLOVER BAR RD,SHERWOOD PARK,Alberta,-113.2737401,53.5574762
SHOPPERS DRUG MART #2427,5-1020 SHERWOOD DR,SHERWOOD PARK,Alberta,-113.3184951,53.512989
SHOPPERS DRUG MART #333,500-2020 SHERWOOD DR,SHERWOOD PARK,Alberta,-113.2935439,53.5317953
SHOPPERS DRUG MART #380,120-550 BASELINE RD,SHERWOOD PARK,Alberta,-113.2676165,53.5422962
SOBEYS PHARMACY #3153,688 WYE RD,SHERWOOD PARK,Alberta,-113.2718675,53.512714
SYNERGY PHARMACY,153-501 BETHEL DR,SHERWOOD PARK,Alberta,-113.3034986,53.5449934
WAL-MART PHARMACY #1123,400-7000 EMERALD DR,SHERWOOD PARK,Alberta,-113.2789538,53.5692137
WAL-MART PHARMACY #3154,239 WYE RD,SHERWOOD PARK,Alberta,-113.3171759,53.5110808
LOBLAW PHARMACY #4900,100 MAIN ST SW,SLAVE LAKE,Alberta,-114.7736023,55.2803789
MEDICINE SHOPPE PHARMACY 403,102-102 6 AVE SW,SLAVE LAKE,Alberta,-114.772227,55.279618
REXALL #7218,233 MAIN ST NE,SLAVE LAKE,Alberta,-114.7711088,55.2833127
SHOPPERS DRUG MART #2325,300-1500 MAIN ST SW,SLAVE LAKE,Alberta,-114.7723031,55.2808203
SLAVE LAKE APPLE DRUGS,108 6 AVE NW,SLAVE LAKE,Alberta,-114.7723742,55.2872078
WAL-MART PHARMACY #1030,601 1500 MAIN ST SW,SLAVE LAKE,Alberta,-114.7852061,55.2720677
SHANE'S IDA PHARMACY,37 WHEATLAND AVE,SMOKY LAKE,Alberta,-112.4720753,54.1133404
SMOKY LAKE PHARMACHOICE,134 WHITE EARTH ST,SMOKY LAKE,Alberta,-112.4735511,54.1128684
DIV'S PHARMACY PHARMACHOICE,4517 50 ST,SPIRIT RIVER,Alberta,-118.8364413,55.7780449
REXALL #7510,4508 50 ST,SPIRIT RIVER,Alberta,-118.8374132,55.7778043
ALI'S DRUG MART,214-11 WESTWIND DR,SPRUCE GROVE,Alberta,-113.8845206,53.5651371
CONNECTCARE PHARMACY SPRUCE GROVE,214-20 WESTWIND DR,SPRUCE GROVE,Alberta,-113.8845206,53.5651371
HIGHWAY 16A IPHARMACY,10 98 MCLEOD AVE,SPRUCE GROVE,Alberta,-113.9108296,53.5416721
HILLSIDE PHARMASAVE,114-636 KING ST,SPRUCE GROVE,Alberta,-113.8945143,53.5574151
LOBLAW PHARMACY #1565,10-110 JENNIFER HEIL WAY,SPRUCE GROVE,Alberta,-113.9335328,53.5440227
MEDICINE SHOPPE PHARMACY 380,4A-420 KING ST,SPRUCE GROVE,Alberta,-113.8994833,53.5461833
MEDICINE SHOPPE PHARMACY 410,108-1 HAWTHORNE GATE,SPRUCE GROVE,Alberta,-113.9335748,53.5533822
PARKLAND VILLAGE PHARMACY,32-53222 RANGE RD 232,SPRUCE GROVE,Alberta,-113.8854256,53.6360716
PROGRESSIVE HEALTH PHARMACY,100-210 MCLEOD AVE,SPRUCE GROVE,Alberta,-113.904462,53.541908
REXALL #7227,108-505 QUEEN ST,SPRUCE GROVE,Alberta,-113.9072144,53.5449044
SAFEWAY PHARMACY #8897,94 MCLEOD AVE,SPRUCE GROVE,Alberta,-113.9125312,53.5419842
SAVE-ON-FOODS PHARMACY #6608,100-121 CENTURY CROSS,SPRUCE GROVE,Alberta,-113.8806115,53.5421504
SHOPPERS DRUG MART #341,WESTLAND MALL,SPRUCE GROVE,Alberta,-113.916158,53.5424458
SHOPPERS DRUG MART #368,100-131 CENTURY CROSSING RD,SPRUCE GROVE,Alberta,-113.882213,53.54215
SPRUCE GROVE PHARMACY,113-187 HWY 16A,SPRUCE GROVE,Alberta,-113.928975,53.5397278
SPRUCE PRO PHARMACY,50-172 HWY 16A,SPRUCE GROVE,Alberta,-113.927066,53.5422974
TRI WELLNESS MD PHARMACY,104-7 TRI LEISURE WAY,SPRUCE GROVE,Alberta,-113.9368092,53.5496435
WAL-MART PHARMACY #3637,90 CAMPSITE RD,SPRUCE GROVE,Alberta,-113.9323599,53.5397819
COSTCO PHARMACY #1157,1075 ST. ALBERT TR,ST ALBERT,Alberta,-113.6370634,53.6693711
DX PHARMACY,2505 TUDOR GLEN MARKET,ST ALBERT,Alberta,-113.609788,53.620149
GIROUX PHARMASAVE,215-4 VERSAILLES AVE,ST ALBERT,Alberta,-113.6715193,53.6397281
GRANDIN PRESCRIPTION CENTRE INC.,1 ST ANNE ST,ST ALBERT,Alberta,-113.6284761,53.631028
HEALTHY CHOICE PHARMACY 101,9430 MCKENNEY AVE,ST ALBERT,Alberta,-113.650236,53.6370126
KINGSRIDGE PHARMACY,102-225 CARLETON DR,ST ALBERT,Alberta,-113.5696532,53.6492181
LIBERTON PHARMACY,110-31 LIBERTON DR,ST ALBERT,Alberta,-113.6282527,53.6456215
LOBLAW PHARMACY #1568,101 ST. ALBERT RD,ST ALBERT,Alberta,-113.603765,53.6206329
LONDON DRUGS #48,104-375 ST. ALBERT TR,ST ALBERT,Alberta,-113.6115034,53.6223927
MEDICINE SHOPPE PHARMACY 200,102-25 ST MICHAEL ST,ST ALBERT,Alberta,-113.6244326,53.6343831
MIDTOWN APOTHECARY,100-41 ST. THOMAS ST,ST ALBERT,Alberta,-113.6260158,53.6328447
QUICK CARE PHARMACY,238-2 HEBERT RD,ST ALBERT,Alberta,-113.6058915,53.6226503
REXALL #7249,100-10 MCKENNEY AVE,ST ALBERT,Alberta,-113.6272428,53.6420032
RIVERCREST PHARMACY,1-367 ST. ALBERT TR,ST ALBERT,Alberta,-113.6235943,53.6383242
SAFEWAY PHARMACY #8859,300-2 HEBERT RD,ST ALBERT,Alberta,-113.6065499,53.622473
SAFEWAY PHARMACY #8863,395 ST. ALBERT RD,ST ALBERT,Alberta,-113.6255977,53.6451245
SALVUS RXELLENCE PROFESSIONAL DISPENSARY,44-143 LIBERTON DR,ST ALBERT,Alberta,-113.630366,53.652271
SAVE-ON-FOODS PHARMACY #6665,500-140 ST. ALBERT RD,ST ALBERT,Alberta,-113.6127596,53.6212124
SAVE-ON-FOODS PHARMACY #6675,740 ST. ALBERT RD,ST ALBERT,Alberta,-113.6328651,53.6616343
SHOPPERS DRUG MART #2300,100-665 ST. ALBERT RD,ST ALBERT,Alberta,-113.62898,53.656376
SHOPPERS DRUG MART #323,108-392 ST. ALBERT TR,ST ALBERT,Alberta,-113.6284513,53.6441395
SHOPPERS DRUG MART #379,570-140 ST. ALBERT TR,ST ALBERT,Alberta,-113.6117,53.620256
SOBEYS PHARMACY #3101,392 ST. ALBERT RD,ST ALBERT,Alberta,-113.6274417,53.6443088
ST. ALBERT PHARMACHOICE,102-24 INGLEWOOD DR,ST ALBERT,Alberta,-113.6263447,53.6512013
SUMMIT DRUG MART,101-200 BOUDREAU RD,ST ALBERT,Alberta,-113.6274046,53.6534912
WAL-MART PHARMACY #3087,700 ST. ALBERT RD,ST ALBERT,Alberta,-113.6335013,53.6599253
CATALYST PHARMACY,5009 50 AVE,ST PAUL,Alberta,-111.2976513,53.9910401
CORNERSTONE CO-OP PHARMACY AT ST. PAUL,3-5017 42 ST,ST PAUL,Alberta,-111.2714538,53.9928627
DRUGSTORE PHARMACY #9021,5701 50 AVE,ST PAUL,Alberta,-111.3179003,53.9898232
GREG'S VALUE DRUG MART INC.,4448 50 AVE,ST PAUL,Alberta,-111.2823933,53.9917075
SHOPPERS DRUG MART #1248,4901 39 ST,ST PAUL,Alberta,-111.261616,53.990501
SHOPPERS SIMPLY PHARMACY #3895,5014 51 ST,ST PAUL,Alberta,-111.3000125,53.9921541
APPLE DRUGS,4825 50 ST,STETTLER,Alberta,-112.7048004,52.3237103
LOBLAW PHARMACY #4972,5106 47 AVE,STETTLER,Alberta,-112.7063971,52.320846
SHOPPERS DRUG MART #2409,4718 50 ST,STETTLER,Alberta,-112.705471,52.322548
STETTLER IDA PHARMACY,4934 50 ST,STETTLER,Alberta,-112.705661,52.325633
WAL-MART PHARMACY #1034,4721 70 ST,STETTLER,Alberta,-112.7383589,52.3233294
APOLLO DRUG STORE,800-4305 SOUTH PARK DR,STONY PLAIN,Alberta,-113.977728,53.538775
CO-OP PHARMACY STONY PLAIN,4917A 50 AVE,STONY PLAIN,Alberta,-114.0067781,53.5300823
MEDICINE SHOPPE PHARMACY 404,103-4807 44 AVE,STONY PLAIN,Alberta,-113.9697239,53.5379435
MINT HEALTH + DRUGS MAIN STREET,5106 50 ST,STONY PLAIN,Alberta,-114.0074323,53.5283295
MINT HEALTH + DRUGS MERIDIAN,2-4402 37 ST,STONY PLAIN,Alberta,-113.9822013,53.5380164
MY DAY PHARMACY,105-5101 48 ST,STONY PLAIN,Alberta,-114.0012831,53.528786
REXALL #7241,4801 50 AVE,STONY PLAIN,Alberta,-114.0029841,53.5302633
SAFEWAY PHARMACY #8885,4202 SOUTH PARK DR,STONY PLAIN,Alberta,-113.9800501,53.5403901
SAMS DRUG MART,102-4620 48 ST,STONY PLAIN,Alberta,-114.002934,53.532964
SAM'S PHARMACY,5012 50 ST,STONY PLAIN,Alberta,-114.007623,53.528956
SHOPPERS DRUG MART #2402,400-4300 SOUTH PARK DR,STONY PLAIN,Alberta,-113.98012,53.538572
STONY PLAIN WELLNESS & COMPOUNDING PHARMACY,106-5013 48 ST,STONY PLAIN,Alberta,-114.0011195,53.5291989
CALGARY CO-OP PHARMACY #25,100 EDGEFIELD PL,STRATHMORE,Alberta,-113.3753783,51.0386134
LOBLAW PHARMACY #4952,101-900 PINE RD,STRATHMORE,Alberta,-113.3932464,51.0358535
MINT HEALTH + DRUGS: CRYSTAL RIDGE,2-55 WHEATLAND TR,STRATHMORE,Alberta,-113.399326,51.0588
SHOPPERS DRUG MART #2442,117-100 RANCH MARKET,STRATHMORE,Alberta,-113.3814306,51.0389891
STRATHMORE REMEDY'S RX PHARMACY,216 FOURTH AVE,STRATHMORE,Alberta,-113.395587,51.0414986
STRATHMORE VALUE DRUG MART,132 2 AVE,STRATHMORE,Alberta,-113.395878,51.0434332
WAL-MART PHARMACY #1049,200 RANCH MARKET,STRATHMORE,Alberta,-113.3821277,51.0397324
PHARMASAVE 337,557 MAIN AVE W,SUNDRE,Alberta,-114.6469188,51.795345
SUNDRE COMMUNITY DRUG MART,403 MAIN AVE W,SUNDRE,Alberta,-114.643921,51.796203
SUNDRE FAMILY PHARMACY,12-200 MAIN AVE W,SUNDRE,Alberta,-114.6412029,51.7974973
REXALL #7211,4912 PLAZA AVE,SWAN HILLS,Alberta,-115.4009405,54.7179659
DRUGSTORE PHARMACY #4390,70 HEWLETT PARK LANDNG,SYLVAN LAKE,Alberta,-114.0748021,52.3054396
PELICAN PLACE PHARMACY,110-10 PELICAN PL,SYLVAN LAKE,Alberta,-114.0968058,52.2981887
SHOPPERS DRUG MART #2438,BAYS 8-13 5043 50A ST,SYLVAN LAKE,Alberta,-114.098344,52.309625
SHOPPERS DRUG MART #2450,800-3715 47 AVE,SYLVAN LAKE,Alberta,-114.076012,52.303943
WAL-MART PHARMACY #1102,3420 47 AVE,SYLVAN LAKE,Alberta,-114.063776,52.3053529
JOHNSON'S TABER DRUGS,5204 48 AVE,TABER,Alberta,-112.1462994,49.7841014
PHARMASAVE #340,5011 50 ave,TABER,Alberta,-112.1489665,49.7861894
SOUTH COUNTRY CO-OP LTD. @TABER PHARMACY,4926 46 AVE,TABER,Alberta,-112.150317,49.7800634
WAL-MART PHARMACY #1046,4500 64 ST,TABER,Alberta,-112.1279744,49.7827826
ROYAL CARE PHARMACY  ,4902 HANKIN ST,THORSBY,Alberta,-114.0481944,53.2264886
PETER'S PHARMACY,419 MAIN ST,THREE HILLS,Alberta,-113.2683522,51.7039321
THREE HILLS PHARMACY,424 MAIN ST,THREE HILLS,Alberta,-113.2682979,51.7042399
GUARDIAN PHARMACY TOFIELD,5222 50 ST,TOFIELD,Alberta,-112.6673445,53.3700747
TOFIELD IDA PHARMACY LTD.,5119 50 ST,TOFIELD,Alberta,-112.6671124,53.368854
BALKWILL PHARMACY LTD.,223 MAIN ST,TROCHU,Alberta,-113.2272653,51.8273458
COSTCO PHARMACY #1381 ,12905 BUFFALO RUN BLVD,TSUUT INA,Alberta,-114.1447115,50.9382159
PHARMASAVE TURNER VALLEY ,2-101 SUNSET BLVD,TURNER VALLEY,Alberta,-114.2791517,50.6736211
TWO HILLS PHARMACY  ,1-5019 51 ST,TWO HILLS,Alberta,-111.7455361,53.710484
PHARMASAVE #346,1D-3808 HIGHWAY ST,VALLEYVIEW,Alberta,-117.2831622,55.0502544
REXALL #7206,4705 50 AVE,VALLEYVIEW,Alberta,-117.2758427,55.0689427
FISHER'S VAUXHALL PHARMACY LTD. ,415 2 AVE N,VAUXHALL,Alberta,-112.1041658,50.0679862
DRUGSTORE PHARMACY #4380,4734 50 AVE,VEGREVILLE,Alberta,-112.0436794,53.4918742
JJ'S VALUE DRUG MART,205-5341 50 AVE,VEGREVILLE,Alberta,-112.0657159,53.4985129
MEDICINE SHOPPE PHARMACY 161,4910 50 ST,VEGREVILLE,Alberta,-112.0539402,53.4944383
VEGREVILLE DRUG MART,112-4925 50 AVE,VEGREVILLE,Alberta,-112.0519958,53.4937682
WAL-MART PHARMACY #1071,6809 HWY 16A W,VEGREVILLE,Alberta,-112.0833473,53.5033711
CORNERSTONE CO-OP PHARMACY @ VERMILION,5008B 51 AVE,VERMILION,Alberta,-110.8536395,53.3551187
LONG'S VALUE DRUG MART,4939 50 AVE,VERMILION,Alberta,-110.8521485,53.3537
SHOPPERS DRUG MART #2471,5009 50 AVE,VERMILION,Alberta,-110.8533653,53.3536338
VIKING PHARMACY,5305 51 ST,VIKING,Alberta,-111.7785632,53.0965898
LIFE MED PHARMACY #2  ,218 CENTER ST,VULCAN,Alberta,-113.2631235,50.4034953
WABAMUN PHARMACY LTD  ,5120 51 AVE,WABAMUN,Alberta,-114.4718946,53.557929
DENWOOD PHARMACY,621 10 ST,WAINWRIGHT,Alberta,-110.8561555,52.8373402
DRUGSTORE PHARMACY #4379,2601 14 AVE,WAINWRIGHT,Alberta,-110.8337275,52.8416481
REXALL #7516,118 10 ST,WAINWRIGHT,Alberta,-110.861687,52.833448
WAINWRIGHT VALUE DRUG MART,306 10 ST,WAINWRIGHT,Alberta,-110.8601081,52.834862
WAL-MART PHARMACY #1062,2901 13 AVE,WAINWRIGHT,Alberta,-110.8276257,52.841803
WARBURG FAMILY DRUG STORE ,5020 51 ST,WARBURG,Alberta,-114.3198516,53.1801207
WEMBLEY REMEDY'S RX PHARMACY  ,102-9927 97 ST,WEMBLEY,Alberta,-119.140203,55.1556511
LEIBEL'S PHARMACY  ,7B VILLAGE DR RR2,WESTEROSE,Alberta,-114.028065,52.961099
LOBLAW PHARMACY #4909,10851 100 ST,WESTLOCK,Alberta,-113.8306459,54.1508392
PIDSADOWSKI'S IDA PHARMACY,103-10030 106 ST,WESTLOCK,Alberta,-113.8596182,54.1559229
REXALL #7205,10703 100 AVE,WESTLOCK,Alberta,-113.861973,54.155982
SHOPPERS DRUG MART #2341,10015 107 ST,WESTLOCK,Alberta,-113.8606023,54.1561683
WESTLOCK PRESCRIPTION CENTRE,102-10124 107 ST,WESTLOCK,Alberta,-113.859049,54.1573
MEDICINE SHOPPE PHARMACY 397,5214B 50 AVE,WETASKIWIN,Alberta,-113.3799357,52.9703898
RELIANCE DRUG MART,5520 37A AVE,WETASKIWIN,Alberta,-113.3892143,52.9562798
ROD'S PHARMACY,5520B 50 AVE,WETASKIWIN,Alberta,-113.3883811,52.971094
SAFEWAY PHARMACY #8899,3901 56 ST,WETASKIWIN,Alberta,-113.3883764,52.9585416
SHOPPERS DRUG MART #1589,5215 50 AVE,WETASKIWIN,Alberta,-113.3798877,52.9694902
SHOPPERS DRUG MART #324,4825 50 ST,WETASKIWIN,Alberta,-113.3739878,52.9684092
TOWN & COUNTRY PHARMACY,5104 50 AVE,WETASKIWIN,Alberta,-113.376646,52.970077
WAL-MART PHARMACY #3112,300 DENHAM LANDING,WETASKIWIN,Alberta,-113.3903901,52.954262
WETASKIWIN FAMILY PHARMACY,5101A 50 ST,WETASKIWIN,Alberta,-113.3732518,52.9706478
ADVANCED HEALTH PHARMASAVE #385,5112 50 ST,WHITECOURT,Alberta,-115.6849459,54.1419414
LIFE MED PHARMACY,4740 50 AVE,WHITECOURT,Alberta,-115.6789292,54.1407236
LOBLAW PHARMACY #4202,4420 52 AVE,WHITECOURT,Alberta,-115.6722613,54.1428746
MEDHOUSE PHARMACY & TRAVEL CLINIC,2B-4439 52 AVE,WHITECOURT,Alberta,-115.6714376,54.1418305
REXALL #7203,4702 51 ST,WHITECOURT,Alberta,-115.6886571,54.1381655
WAL-MART PHARMACY #1009,4215 52 AVE,WHITECOURT,Alberta,-115.667235,54.14103
