,id,OBJECTID,CVC_ID,region,district,name ,add,vac_type,easting,northing,lon,lat,type
98,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b9,1307,C01349,Central & Western District,LIN MICHAEL,CR Medical Imaging Center,"Room 1220, 12/F, Bank of America Tower, 12 Harcourt Road, ADMIRALTY, HONG KONG",Sinovac,834840,815757,114.163018,22.28068526,PDC
99,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b8,1308,C01350,Yau Tsim Mong District,NG HOI LING HELEN,Famcare Medical Practice(TST),"Shop 1A, 1/F, Harbour Crystal Center, 100 Granville Road, TSIM SHA TSUI, KOWLOON",Sinovac,836419,817992,114.1783398,22.30086929,PDC
100,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b7,1309,C01351,Yau Tsim Mong District,SIMPSON WENDY HO,T.H.E. Check-up Centre,"Room 1208, 12/F, Ocean Centre, Harbour City, 5 Canton Road, TSIM SHA TSUI, KOWLOON",Sinovac,835438,817459,114.1688197,22.29605578,PDC
101,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b6,1310,C01353,Yau Tsim Mong District,YAN CHUN TING,Doctors & Partners,"Room 704, 7/F, 700 Nathan Road, MONGKOK, KOWLOON",Sinovac,835492,820173,114.1693425,22.32056487,PDC
102,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b5,1311,C01354,Yau Tsim Mong District,YANG JUNG MAI,Dr J M Yang Clinic,"Room C, 1/F, Lung Kee Building, 54A Cameron Road, TSIM SHA TSUI, KOWLOON",Sinovac,836098,817808,114.1752246,22.29920766,PDC
103,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b4,1312,C01355,Central & Western District,YEUNG JOHN NGAI MAN,Dr John Ngai-Man Yeung,"Room 602, 6/F, Lee Kum Kee Central, 54-58 Des Voeux Road, CENTRAL, HONG KONG",Sinovac,834161,816067,114.1564291,22.28348406,PDC
104,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b3,1338,C01381,North District,FUNG SAU KING,Harkin Medical Centre Limited,"G/F, No.8 Lung Sum Avenue, SHEUNG SHUI, NEW TERRITORIES",Sinovac,831431,840467,114.1298646,22.50382298,PDC
105,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b2,1339,C01383,North District,LIM SIANG YEW,Medtimes Medical Services Centre,"Units 711-713A, Landmark North, 39 Lung Sum Avenue, SHEUNG SHUI, NEW TERRITORIES",Sinovac,831222,840325,114.1278339,22.50254006,PDC
106,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b1,1340,C01384,Wan Chai District,CHAN BOBBY CHO HIM,Dr. Bobby Cho Him Chan,"Room 14C, 14/F, Hang Seng Causeway Bay Building, 28 Yee Wo Street, CAUSEWAY BAY, HONG KONG",Sinovac,837152,815647,114.185452,22.27969225,PDC
107,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76b0,1341,C01385,Sha Tin District,CHAN LIK YUEN,Union Hospital,"8/F, Main Building, 18 Fu Kin Street, TAI WAI, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
108,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76af,1342,C01386,Islands District,CHEONG TSZ KING,Raffles Medical Group (Hong Kong) Limited,"Room 6T-104, Level 6, Terminal 1, Hong Kong International Airport, CHEK LAP KOK, NEW TERRITORIES",Sinovac,811350,819629,113.9350283,22.31547213,PDC
109,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76ae,1343,C01388,Central & Western District,FUNG LEWIS HUNG,Virtus Medical Group Limited,"9/F, Virtus Medical Tower, 122 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,833961,816101,114.1544884,22.28379085,PDC
110,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76ad,1344,C01389,Islands District,KO PHILIP ZHI YAO,RAFFLES MEDICAL GROUP (HONG KONG) LIMITED,"6T104, LEVEL 6, TERMINAL ONE, HONG KONG INTERNATIONAL AIRPORT, CHEK LAP KOK, NEW TERRITORIES",Sinovac,811350,819629,113.9350283,22.31547213,PDC
111,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76ac,1345,C01390,Central & Western District,LAM KING YUN JOANNE,Synergy Medicare Limited,"Room 1607, 16/F, Central Building, 1-3 Pedder Street, CENTRAL, HONG KONG",Sinovac,834239,815823,114.1571863,22.28128068,PDC
112,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76ab,1346,C01391,Kwun Tong District,LAW CHUN WAI,Dr Law Chun Wai,"Shop 14, G/F, Wang Kwong Building, 33 Ngau Tau Kok Road, NGAU TAU KOK, KOWLOON",Sinovac,840210,820764,114.2151371,22.3258976,PDC
113,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76aa,1347,C01392,Tai Po District,LIU YAU SHAN,Dr. Liu Yau Shan,"Flat 351B, Level 2, Zone E, Tai Po Mega Mall, TAI PO, NEW TERRITORIES",Sinovac,835441,834509,114.1688401,22.4500264,PDC
114,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a9,1348,C01393,Sai Kung District,LO RODERICK,Chun Hong Medical Center,"Shop 221, 2/F, Metro City Phase 1, 1 Wan Hang Road, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,844557,820244,114.2573281,22.32118623,PDC
115,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a8,1349,C01394,Central & Western District,LO YING SUI,Dr Lo Ying Sui,"Room 1103, 11/F, Tower 1, New World Tower, 16-18A Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834229,815749,114.1570893,22.2806124,PDC
116,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a7,1350,C01395,Wan Chai District,NG CHEUK,Dr. Ng Cheuk (Specialist in Paediatrics),"Room 2408, 24/F, Hang Lung Centre, 2-20 Paterson Street, CAUSEWAY BAY, HONG KONG",Sinovac,837203,815705,114.1859469,22.280216,PDC
117,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a6,1351,C01396,Sha Tin District,NG KWOK HANG,Union Hosptial,"18 Fu Kin Street, Tai Wai, SHA TIN, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
118,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a5,1352,C01397,Tsuen Wan District,TSANG CHUN TING,Hong Kong Adventist Hospital - Tsuen Wan,"199 Tsuen King Circuit, TSUEN WAN, NEW TERRITORIES",Sinovac,828836,826382,114.1047102,22.37661973,PDC
119,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a4,1353,C01398,Yau Tsim Mong District,TSANG KAY YAN,DR. JOSEPH TSANG MEDICAL CLINIC,"Room 927, 9/F, Office Tower One, Grand Plaza, 639 Nathan Road, MONGKOK, KOWLOON",Sinovac,835476,819879,114.1691873,22.31790987,PDC
120,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a3,1354,C01399,Kowloon City District,CHONG MAN YUK,JP Partners Medical,"Ground Floor and Cockloft Therein, No.17 Lion Rock Road, KOWLOON CITY, KOWLOON",Sinovac,837411,821021,114.187969,22.3282226,PDC
121,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a2,1355,C01400,Wan Chai District,FUNG CHI WAH DAVID,Hong Kong Adventist Hospital - Stubbs Road,"40 Stubbs Road, WAN CHAI, HONG KONG",Sinovac,837031,813875,114.1842771,22.26369,PDC
122,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a1,1356,C01401,Wan Chai District,HO KAI CHI KENNETH,Hong Kong Adventist Hospital - Stubbs Road,"40 Stubbs Road, WAN CHAI, HONG KONG",Sinovac,837031,813875,114.1842771,22.26369,PDC
123,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-76a0,1357,C01402,Wan Chai District,KO HIU FAI,Hong Kong Adventist Hospital - Stubbs Road,"40 Stubbs Road, WAN CHAI, HONG KONG",Sinovac,837031,813875,114.1842771,22.26369,PDC
124,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-769f,1358,C01403,Wan Chai District,KWAN TIM LOK,Hong Kong Adventist Hospital - Stubbs Road,"40 Stubbs Road, WAN CHAI, HONG KONG",Sinovac,837031,813875,114.1842771,22.26369,PDC
125,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-769e,1359,C01404,Wan Chai District,LAM WAI KIT,Hong Kong Adventist Hospital - Stubbs Road,"40 Stubbs Road, WAN CHAI, HONG KONG",Sinovac,837031,813875,114.1842771,22.26369,PDC
126,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-769d,1360,C01405,Wan Chai District,LI TIN YAN,Hong Kong Adventist Hospital - Stubbs Road,"40 Stubbs Road, WAN CHAI, HONG KONG",Sinovac,837031,813875,114.1842771,22.26369,PDC
127,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-769c,1361,C01406,Central & Western District,LO CHUNG MAN,Premier Medical Centre,"Suite 718, 7/F, Central Building, 1 Pedder Street, CENTRAL, HONG KONG",Sinovac,834239,815823,114.1571863,22.28128068,PDC
128,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-769b,1362,C01407,Sha Tin District,POON YAT SING,Union Hospital,"18 Fu Kin Street, Tai Wai, SHA TIN, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
129,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-769a,1363,C01408,Wan Chai District,WONG MARIA KA YEE,Hong Kong Adventist Hospital - Stubbs Road,"40 Stubbs Road, WAN CHAI, HONG KONG",Sinovac,837031,813875,114.1842771,22.26369,PDC
130,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7699,1364,C01409,Yau Tsim Mong District,WONG MUK CHUN ALFRED,Dr Alfred M C Wong,"Room 2001, 20/F, Argyle Centre Phase 1, 688 Nathan Road, MONGKOK, KOWLOON",Sinovac,835515,820121,114.1695657,22.32009529,PDC
131,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7698,1365,C01410,Tsuen Wan District,YIM KIN MING,Hong Kong Adventist Hospital - Tsuen Wan,"199 Tsuen King Circuit, TSUEN WAN, NEW TERRITORIES",Sinovac,828836,826382,114.1047102,22.37661973,PDC
132,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7697,1366,C01411,Kwai Tsing District,HUI FAI HUNG,Dr Cheung Lai Yu Medical Clinic,"Shop 4, G/F, Yam Hing House, Shek Yam East Estate, 130 Tai Pak Tin Street, KWAI CHUNG, NEW TERRITORIES",Sinovac,832505,825960,114.1403369,22.3728208,PDC
133,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7696,1367,C01412,Yau Tsim Mong District,LO WING SZE,Kinetics Integrated Medical & Health Centre (Jordan),"Room 1409-1412, 14/F, Hang Shing Building, 363 Nathan Road, YAU MA TEI, KOWLOON",Sinovac,835681,818781,114.1711774,22.30799435,PDC
134,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7695,1368,C01413,Central & Western District,MA JOHN TAO CHE,Dr John TC Ma,"Room 1607, 16/F, Central Building, 1 Pedder Street, CENTRAL, HONG KONG",Sinovac,834239,815823,114.1571863,22.28128068,PDC
135,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7694,1369,C01414,Sai Kung District,TSEUNG YIU TAT SIMON,Dr. Simon Medical Practice,"Shop 6, The Capital, Lohas Park, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,846055,817397,114.2718505,22.29546826,PDC
136,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7693,1370,C01415,Central & Western District,WONG GERALD TERENCE,Kensington Central Clinic,"Room 1002, 10/F, Eubank Plaza, 9 Chiu Lung Street, CENTRAL, HONG KONG",Sinovac,834169,815967,114.1565069,22.28258101,PDC
137,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7692,1371,C01416,Yau Tsim Mong District,WONG TSZ KAU,Dr. Wong Tsz Kau & Associates,"Shop 710-711, 7/F, Hang Shing Building, 363 Nathan Road, JORDAN, KOWLOON",Sinovac,835681,818781,114.1711774,22.30799435,PDC
138,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7691,1372,C01417,Central & Western District,WU CHI HO BOSCO,Canossa Hospital (Caritas),"1 Old Peak Road, MID-LEVEL, HONG KONG",Sinovac,833897,815388,114.1538684,22.27735192,PDC
139,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7690,1373,C01418,Sai Kung District,CHAU CHUEN TAK,Poly Health Specialists Centre,"Shop B01B, Park Central, 9 Tong Tak Street, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,844528,818685,114.2570386,22.30710768,PDC
140,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-768f,1374,C01419,Kwun Tong District,CHENG CHI CHOI,Cheng Chi Choi,"Shop 10, G/F, 49 Kai Tin Road, LAM TIN, KOWLOON",Sinovac,842197,818800,114.2344164,22.30815581,PDC
141,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-768e,1375,C01420,Central & Western District,CHUNG CHI CHIU CLIFF,Virtus Medical Group Limited,"6/F, Virtus Medical Tower, 122 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,833961,816101,114.1544884,22.28379085,PDC
142,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-768d,1376,C01421,Kwun Tong District,HUNG WING CHI,HK Mercy Medical,"Flat/Room 1, LG/F, On Tai Shopping Centre, On Tai Estate, KWUN TONG, KOWLOON",Sinovac,841763,820847,114.2302114,22.32664287,PDC
143,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-768c,1377,C01422,Central & Western District,KWAN EUGENE YIH CHUEN,Central Health Medical Practice,"3/F, Baskerville House, 13 Duddell Street, CENTRAL, HONG KONG",Sinovac,834186,815658,114.1566722,22.27979056,PDC
144,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-768b,1378,C01423,Tsuen Wan District,KWOK PING SUM,Dr Kwok Ping Sum,"G/F, 325 Wo Yi Hop Road, KWAI CHUNG, NEW TERRITORIES",Sinovac,832071,826307,114.136122,22.37595339,PDC
145,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-768a,1379,C01424,Central & Western District,KWOK PO YIN SAMUEL,Virtus Medical Centre – VMT,"6/F, Virtus Medical Tower, 122 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,833961,816101,114.1544884,22.28379085,PDC
146,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7689,1380,C01425,Sai Kung District,LAU ALAN KING FAI,Dr. Lau Alan King Fai Clinic,"Shop 2, G/F, Yung Ming Shopping Centre, Yung Ming Court, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,845312,818424,114.264646,22.30474675,PDC
147,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7688,1381,C01426,North District,LUI KIT HA,Dr Lui Kit Ha,"1/F, 19 Fu Hing Street, SHEUNG SHUI, NEW TERRITORIES",Sinovac,831352,840504,114.1290967,22.50415688,PDC
148,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7687,1382,C01427,Yau Tsim Mong District,SZETO KING HO,Atto Health,"Room 1408, 14/F, World Commerce Centre, 11 Canton Road, Harbour City, TSIM SHA TSUI, KOWLOON",Sinovac,835418,817601,114.1686256,22.29733812,PDC
149,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7686,1383,C01428,Yau Tsim Mong District,TONG HOI DIK EDDIE,Tong Hoi Dik Medical Clinic,"Unit B, 12/F, Zhongda Building, 38-40 Haiphong Road, TSIM SHA TSUI, KOWLOON",Sinovac,835623,817668,114.170615,22.29794326,PDC
150,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7685,1384,C01429,Yau Tsim Mong District,YU CHAK MAN,Dr. Yu Chak Man Clinic,"Room 1706-7, 17/F, 238 Nathan Road, JORDAN, KOWLOON",Sinovac,835760,818429,114.1719442,22.3048156,PDC
151,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7684,1385,C01430,Yau Tsim Mong District,CHAN KING HONG,JP Partners Medical,"18/F, 238 Nathan Road, YAU MA TEI, KOWLOON",Sinovac,835760,818429,114.1719442,22.3048156,PDC
152,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7683,1386,C01431,Tuen Mun District,CHEUNG SZE MAN,JP Partners Medical,"Shop 28, G/F, Gold Coast Piazza, 1 Castle Peak Road, Hong Kong Gold Coast, TUEN MUN, NEW TERRITORIES",Sinovac,817282,825871,113.992528,22.37191626,PDC
153,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7682,1387,C01432,Yuen Long District,CHOI SUK MUI ANNIE,Dr. Annie S. M. Choi,"Shop 1, G/F, Hop Yick Co. Ltd Building, 25 Castle Peak Road, YUEN LONG, NEW TERRITORIES",Sinovac,821287,833920,114.0313392,22.44464209,PDC
154,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7681,1388,C01433,Tuen Mun District,SZE SIU LAM JASON,JP Partners Medical Centre Limited,"Shop 1, G/F, Lin Won Building, 2-14 Tak Ching Court, TUEN MUN, NEW TERRITORIES",Sinovac,815477,828488,113.9749682,22.39552808,PDC
155,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7680,1389,C01434,Central & Western District,SZETO KING HO,Atto Health,"Room 704, 7/F, Manning House, 38-48 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834128,815900,114.1561091,22.28197591,PDC
156,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-767f,1390,C01435,Kowloon City District,WONG CHI KWAN,JP Partners Medical,"Ground Floor and Cockloft Therein, No.17 Lion Rock Road, KOWLOON CITY, KOWLOON",Sinovac,837411,821021,114.187969,22.3282226,PDC
157,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-767e,1391,C01436,Eastern District,CHONG MAN YUK,Path One Medical Centre,"Shop 1, G/F, Melody Court, 2C Kam Hong Street, NORTH POINT, HONG KONG",Sinovac,838826,816869,114.2016972,22.290726,PDC
158,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-767d,1392,C01437,Yau Tsim Mong District,FONG YUEN KI,JP Partners Medical (Dr. See Chung Pak (Specialist in O&G)),"Room 1502-1505, 15/F, T.O.P., 700 Nathan Road, MONGKOK, KOWLOON",Sinovac,835492,820173,114.1693425,22.32056487,PDC
159,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-767c,1393,C01438,Sha Tin District,MOK TONY SHU KAM,Union Hospital Minimally Invasive Centre,"8/F, Main Building, 18 Fu Kin Street, TAI WAI, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
160,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-767b,1394,C01439,Sha Tin District,SHEK CHUN CHIU,C-Mer Family Medicine Centre (ShaTin),"Room 1C-1F, 2/F, Wai Wah Centre, 11-17 Sha Tin Centre Street, SHA TIN, NEW TERRITORIES",Sinovac,837331,826867,114.1871964,22.38101528,PDC
161,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-767a,1395,C01440,Yau Tsim Mong District,KWONG BI LOK MARY,Clinic of Dr Mary B L Kwong,"Room A-B, 18/F, Crason Commercial Centre, 333 Nathan Road, JORDAN, KOWLOON",Sinovac,835688,818636,114.1712454,22.30668491,PDC
162,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7679,1396,C01441,Yau Tsim Mong District,CHAN WAI HONG,Poly Health Specialists Centre,"3/F, Pearl Oriental Tower, 225 Nathan Road, JORDAN, KOWLOON",Sinovac,835706,818391,114.1714202,22.30447242,PDC
163,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7678,1397,C01442,Kwun Tong District,HO CHUN LAM,Choi Ying Medical Centre,"Shop No.5, G/F, Choi Ying Place, Choi Ying Estate, KWUN TONG, KOWLOON",Sinovac,840127,821017,114.214332,22.32818252,PDC
164,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7677,1398,C01443,Central & Western District,HUI KWUN SUE,Dr Wilson Hui's Clinic,"Room 1603A, 16/F, Central Building, 1 Pedder Street, CENTRAL, HONG KONG",Sinovac,834239,815823,114.1571863,22.28128068,PDC
165,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7676,1399,C01444,Sha Tin District,KUONG HOU UN,Dr Kuong Medical & Health Center,"Shop 205, Mei Tin Shopping Centre, Mei Tin Estate, TAI WAI, NEW TERRITORIES",Sinovac,835623,826339,114.1706115,22.37624737,PDC
166,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7675,1400,C01445,Islands District,LAM WAI LEUNG ANTHONY,Dr Lam Wai Leung Anthony,"Shop 13, G/F, Fu Tung Shopping Centre, Fu Tung Estate, TUNG CHUNG, NEW TERRITORIES",Sinovac,812110,816681,113.942449,22.28886094,PDC
167,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7674,1401,C01446,Islands District,MAK KA YI,Raffles Medical Group (Hong Kong) Limited,"2/F, Central Tower, Cathy Pacific City, 8 Scenic Road, CHEK LAP KOK, NEW TERRITORIES",Sinovac,811260,817692,113.934185,22.29797869,PDC
168,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7673,1402,C01447,Kowloon City District,NG TIN CHUE HELMUT,DR NG TIN CHUE MEDICAL CLINIC,"G/F, 665 GILLIES AVENUE NORTH, HUNG HOM, KOWLOON",Sinovac,837329,819266,114.1871719,22.31237396,PDC
169,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7672,1403,C01448,Wan Chai District,SOONG ROONG SHENG,In-Health Medical Centre,"Room 904, Fortune Centre, 48 Yun Ping Road, CAUSEWAY BAY, HONG KONG",Sinovac,837044,815612,114.184404,22.27937623,PDC
170,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7671,1404,C01449,Wong Tai Sin District,TAM CHI WAI,Mediparamedical Services Limited,"Office E2, 27/F, Maxgrand Plaza, 3 Tai Yau Street, SAN PO KONG, KOWLOON",Sinovac,838565,822127,114.199172,22.33820926,PDC
171,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7670,1405,C01450,Tai Po District,TANG SIU MAN SIMON,United Christian Nethersole Community Health Service - Kwong Fuk Community Health Centre,"Room 19, G/F, Kwong Yan House, Kwong Fuk Estate, TAI PO, NEW TERRITORIES",Sinovac,836092,834396,114.1751646,22.44900615,PDC
172,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-766f,1406,C01451,Yau Tsim Mong District,CHAN WAI MAN WILSON,Asia Clinic,"27/F, 26 Nathan Road, TSIM SHA TSUI, KOWLOON",Sinovac,835820,817442,114.1725268,22.2959024,PDC
173,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-766e,1407,C01452,Central & Western District,LAM PANG ERIC,Hairworks Hair And Eyebrow Transplant Center,"Room 508, 5/F, Bank of America Tower, 12 Harcourt Road, CENTRAL, HONG KONG",Sinovac,834840,815757,114.163018,22.28068526,PDC
174,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-766d,1408,C01453,Central & Western District,LAM YAT YIN,CENTRE MEDICAL,"Room 1201, 12/F, Central Building, 1-3 Pedder Street, CENTRAL, HONG KONG",Sinovac,834239,815823,114.1571863,22.28128068,PDC
175,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-766c,1409,C01454,Yau Tsim Mong District,LAU WING YAN,EW Medical Specialist Centre,"Flat 1428, 14/F, Ocean Centre, Harbour City, 5 Canton Road, TSIM SHA TSUI, KOWLOON",Sinovac,835438,817459,114.1688197,22.29605578,PDC
176,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-766b,1410,C01455,Tuen Mun District,LIM SIANG YEW,Heavenly Joy Medical Services Limited,"Flat 102, 1/F, Po Tin Shopping Centre, 99 Ming Kum Road, TUEN MUN, NEW TERRITORIES",Sinovac,814638,830041,113.9667995,22.40954198,PDC
177,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-766a,1411,C01456,Yau Tsim Mong District,SIU MAN,True Health Medical Centre,"Room 1103, 168 Sai Yeung Choi Street, MONGKOK, KOWLOON",Sinovac,835548,820194,114.169886,22.32075454,PDC
178,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7669,1313,C01356,Tsuen Wan District,YONG HUN YUE ROSALIND,AI MEDICAL,"Shop B82, 1/F, Tsuen Fung Centre, TSUEN WAN, NEW TERRITORIES",Sinovac,830320,825880,114.1191216,22.37209219,PDC
179,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7668,1314,C01357,Central & Western District,LEUNG TAT CHI GODWIN,Dr Leung Tat Chi Godwin,"Room 606, 6/F, Worldwide House, 19 Des Voeux Road Central, CENTRAL, HONG KONG",Sinovac,834301,815966,114.1577877,22.28257213,PDC
180,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7667,1315,C01358,Central & Western District,CHANG KIT,Healthkit Medical Centre,"Rm1806, 18/F, Regent Centre, 88 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834024,816027,114.1550998,22.28312266,PDC
181,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7666,1316,C01359,Yuen Long District,CHAN NAI YIN,Dr. Chan Nai Yin,"Shop 7, G/F, Kwong Wah Plaza, 11 Tai Tong Road, YUEN LONG, NEW TERRITORIES",Sinovac,821093,833851,114.0294552,22.44401728,PDC
182,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7665,1317,C01360,Wan Chai District,TAM YAT HUNG,Shoebill Health Care,"Room D, 13/F, Tak Lee Commercial Building, 113-117 Wanchai Road, WAN CHAI, HONG KONG",Sinovac,836132,815305,114.1755547,22.27660399,PDC
183,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7664,1318,C01361,Yau Tsim Mong District,CHEUNG WING LAN,Medtimes Medical Services Centre,"Room 1302-1305, 13/F, 26 Nathan Road, TSIM SHA TSUI, KOWLOON",Sinovac,835820,817442,114.1725268,22.2959024,PDC
184,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7663,1319,C01362,Sham Shui Po District,TANG SIU HING,Dr S H Tang & Associates,"G/F, 64A Un Chau Street, SHAM SHUI PO, KOWLOON",Sinovac,834814,821540,114.1627605,22.33290924,PDC
185,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7662,1320,C01363,Wan Chai District,CHAN KAI MING,Kind Medical Centre,"G/F, Tai Wah Building, 134 Electric Road, Tin Hau, NORTH POINT, HONG KONG",Sinovac,837802,816314,114.1917597,22.28571522,PDC
186,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7661,1321,C01364,Sham Shui Po District,HAO DAVID,Dr David Hao,"Room A3, G/F, Block A, 98 Shun Ning Road, SHAM SHUI PO, KOWLOON",Sinovac,834494,821973,114.1596538,22.33681919,PDC
